,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
1028,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,warfarin,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate DRUG (5) ziprasidone zonisamide.
1029,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,ziprasidone,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) DRUG zonisamide.
1030,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide.",EQUETROTM,zonisamide,mechanism,Agents found expected decreased plasma levels presence BRAND due induction CYP enzymes following: Acetaminophen alprazolam amitriptyline bupropion buspirone citalopram clobazam clonazepam clozapine cyclosporin delavirdine desipramine diazepam dicumarol doxycycline ethosuximide felbamate felodipine glucocorticoids haloperidol itraconazole lamotrigine levothyroxine lorazepam methadone midazolam mirtazapine nortriptyline olanzapine oral contraceptives(3) oxcarbazepine Phenytoin(4) praziquantel protease inhibitors quetiapine risperidone theophylline topiramate tiagabine tramadol triazolam valproate warfarin(5) ziprasidone DRUG .
1031,"Agents with Increased Levels in the Presence of Carbamazepine: EQUETROTM increases the plasma levels of the following agents: Clomipramine HCl, Phenytoin(6), and primidone Thus, if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of the treatment with EQUETROTM, it is reasonable to expect that a dose decrease for the concomitant agent may be necessary.",EQUETROTM,Clomipramine HCl,mechanism,Agents Increased Levels Presence Carbamazepine: BRAND increases plasma levels following agents: DRUG Phenytoin(6) primidone Thus patient titrated stable dosage one agents category begins course treatment EQUETROTM reasonable expect dose decrease concomitant agent may necessary.
1032,"Agents with Increased Levels in the Presence of Carbamazepine: EQUETROTM increases the plasma levels of the following agents: Clomipramine HCl, Phenytoin(6), and primidone Thus, if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of the treatment with EQUETROTM, it is reasonable to expect that a dose decrease for the concomitant agent may be necessary.",EQUETROTM,Phenytoin,mechanism,Agents Increased Levels Presence Carbamazepine: BRAND increases plasma levels following agents: Clomipramine HCl DRUG (6) primidone Thus patient titrated stable dosage one agents category begins course treatment EQUETROTM reasonable expect dose decrease concomitant agent may necessary.
1033,"Agents with Increased Levels in the Presence of Carbamazepine: EQUETROTM increases the plasma levels of the following agents: Clomipramine HCl, Phenytoin(6), and primidone Thus, if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of the treatment with EQUETROTM, it is reasonable to expect that a dose decrease for the concomitant agent may be necessary.",EQUETROTM,primidone,mechanism,Agents Increased Levels Presence Carbamazepine: BRAND increases plasma levels following agents: Clomipramine HCl Phenytoin(6) DRUG Thus patient titrated stable dosage one agents category begins course treatment EQUETROTM reasonable expect dose decrease concomitant agent may necessary.
1034,Pharmacological/Pharmacodynamic Interactions with Carbamazepine Concomitant administration of carbamazepine and lithium may increase the risk of neurotoxic side effects.,carbamazepine,lithium,effect,Pharmacological/Pharmacodynamic Interactions Carbamazepine Concomitant administration DRUG DRUG may increase risk neurotoxic side effects.
1035,"Additionally, anti-malarial drugs, such as chloroquine and mefloquine, may antagonize the activity of carbamazepine.",anti-malarial drugs,carbamazepine,effect,Additionally GROUP chloroquine mefloquine may antagonize activity DRUG .
1036,"Additionally, anti-malarial drugs, such as chloroquine and mefloquine, may antagonize the activity of carbamazepine.",chloroquine,carbamazepine,effect,Additionally anti malarial drugs DRUG mefloquine may antagonize activity DRUG .
1037,"Additionally, anti-malarial drugs, such as chloroquine and mefloquine, may antagonize the activity of carbamazepine.",mefloquine,carbamazepine,effect,Additionally anti malarial drugs chloroquine DRUG may antagonize activity DRUG .
1038,"Because of its primary CNS effect, caution should be used when EQUETROTM is taken with other centrally acting drugs and alcohol.",EQUETROTM,centrally acting drugs,advise,primary CNS effect caution used BRAND taken GROUP alcohol.
1039,"Because of its primary CNS effect, caution should be used when EQUETROTM is taken with other centrally acting drugs and alcohol.",EQUETROTM,alcohol,advise,primary CNS effect caution used BRAND taken centrally acting drugs DRUG .
1040,"In patients receiving another serotonin reuptake inhibitor drug in combination with monoamine oxidase inhibitors (MAOI), there have been reports of serious, sometimes fatal, reactions including hyperthermia, rigidity, myoclonus, autonomic instability with possible rapid fluctuations of vital signs, and mental status changes that include extreme agitation progressing to delirium and coma.",serotonin reuptake inhibitor drug,monoamine oxidase inhibitors,effect,patients receiving another GROUP combination GROUP (MAOI) reports serious sometimes fatal reactions including hyperthermia rigidity myoclonus autonomic instability possible rapid fluctuations vital signs mental status changes include extreme agitation progressing delirium coma.
1041,"In patients receiving another serotonin reuptake inhibitor drug in combination with monoamine oxidase inhibitors (MAOI), there have been reports of serious, sometimes fatal, reactions including hyperthermia, rigidity, myoclonus, autonomic instability with possible rapid fluctuations of vital signs, and mental status changes that include extreme agitation progressing to delirium and coma.",serotonin reuptake inhibitor drug,MAOI,effect,patients receiving another GROUP combination monoamine oxidase inhibitors ( GROUP ) reports serious sometimes fatal reactions including hyperthermia rigidity myoclonus autonomic instability possible rapid fluctuations vital signs mental status changes include extreme agitation progressing delirium coma.
1042,"Therefore, it is recommended that Fluvoxamine Tablets not be used in combination with MAOIs, or within 14 days of discontinuing treatment with a MAOI.",Fluvoxamine,MAOIs,advise,Therefore recommended DRUG Tablets used combination GROUP within 14 days discontinuing treatment MAOI.
1043,"Therefore, it is recommended that Fluvoxamine Tablets not be used in combination with MAOIs, or within 14 days of discontinuing treatment with a MAOI.",Fluvoxamine,MAOI,advise,Therefore recommended DRUG Tablets used combination MAOIs within 14 days discontinuing treatment GROUP .
1044,"After stopping Fluvoxamine Tablets, at least 2 weeks should be allowed before starting a MAOI.",Fluvoxamine,MAOI,advise,stopping DRUG Tablets least 2 weeks allowed starting GROUP .
1045,"Terfenadine, astemizole and cisapride are all metabolized by the cytochrome P450IIIA4 isozyme, and it has been demonstrated that ketoconazole, a potent inhibitor of IIIA4, blocks the metabolism of these drugs, resulting in increased plasma concentrations of parent drug.",Terfenadine,ketoconazole,mechanism,DRUG astemizole cisapride metabolized cytochrome P450IIIA4 isozyme demonstrated DRUG potent inhibitor IIIA4 blocks metabolism drugs resulting increased plasma concentrations parent drug.
1046,"Terfenadine, astemizole and cisapride are all metabolized by the cytochrome P450IIIA4 isozyme, and it has been demonstrated that ketoconazole, a potent inhibitor of IIIA4, blocks the metabolism of these drugs, resulting in increased plasma concentrations of parent drug.",astemizole,ketoconazole,mechanism,Terfenadine DRUG cisapride metabolized cytochrome P450IIIA4 isozyme demonstrated DRUG potent inhibitor IIIA4 blocks metabolism drugs resulting increased plasma concentrations parent drug.
1047,"Terfenadine, astemizole and cisapride are all metabolized by the cytochrome P450IIIA4 isozyme, and it has been demonstrated that ketoconazole, a potent inhibitor of IIIA4, blocks the metabolism of these drugs, resulting in increased plasma concentrations of parent drug.",cisapride,ketoconazole,mechanism,Terfenadine astemizole DRUG metabolized cytochrome P450IIIA4 isozyme demonstrated DRUG potent inhibitor IIIA4 blocks metabolism drugs resulting increased plasma concentrations parent drug.
1048,"Although it has not been definitively demonstrated that fluvoxamine is a potent IIIA4 inhibitor, it is likely to be, given the substantial interaction of fluvoxamine with alprazolam.",fluvoxamine,alprazolam,int,Although definitively demonstrated fluvoxamine potent IIIA4 inhibitor likely given substantial interaction DRUG DRUG .
1049,"Consequently, it is recommended that fluvoxamine not be used in combination with either terbinafine, astemizole, or cisapride.",fluvoxamine,terbinafine,advise,Consequently recommended DRUG used combination either DRUG astemizole cisapride.
1050,"Consequently, it is recommended that fluvoxamine not be used in combination with either terbinafine, astemizole, or cisapride.",fluvoxamine,astemizole,advise,Consequently recommended DRUG used combination either terbinafine DRUG cisapride.
1051,"Consequently, it is recommended that fluvoxamine not be used in combination with either terbinafine, astemizole, or cisapride.",fluvoxamine,cisapride,advise,Consequently recommended DRUG used combination either terbinafine astemizole DRUG .
1052,"Other Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine.",Benzodiazepines,fluvoxamine,mechanism,Potentially Important Drug Interactions: Benzodiazepines: GROUP metabolized hepatic oxidation (e.g. alprazolam midazolam triazolam elc.) used caution clearance drugs likely reduced DRUG .
1053,"Other Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine.",alprazolam,fluvoxamine,mechanism,Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized hepatic oxidation (e.g. DRUG midazolam triazolam elc.) used caution clearance drugs likely reduced DRUG .
1054,"Other Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine.",midazolam,fluvoxamine,mechanism,Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized hepatic oxidation (e.g. alprazolam DRUG triazolam elc.) used caution clearance drugs likely reduced DRUG .
