,sentence_text,e1,e2,relation_type,normalized_sentence
1757,"Although the interactions observed in these studies do not appear to be of major clinical importance, BREVIBLOC should be titrated with caution in patients being treated concurrently with digoxin, morphine, succinylcholine or warfarin.",BREVIBLOC,digoxin,advise,"Although_bf interactions_bf observed_bf studies_bf appear_bf major_bf clinical_bf importance_bf ,_bf DRUG titrated_be caution_be patients_be treated_be concurrently_be OTHER_DRUG ,_af morphine_af ,_af succinylcholine_af warfarin_af ._af"
1758,"Although the interactions observed in these studies do not appear to be of major clinical importance, BREVIBLOC should be titrated with caution in patients being treated concurrently with digoxin, morphine, succinylcholine or warfarin.",BREVIBLOC,morphine,advise,"Although_bf interactions_bf observed_bf studies_bf appear_bf major_bf clinical_bf importance_bf ,_bf DRUG titrated_be caution_be patients_be treated_be concurrently_be digoxin_be ,_be OTHER_DRUG ,_af succinylcholine_af warfarin_af ._af"
1759,"Although the interactions observed in these studies do not appear to be of major clinical importance, BREVIBLOC should be titrated with caution in patients being treated concurrently with digoxin, morphine, succinylcholine or warfarin.",BREVIBLOC,succinylcholine,advise,"Although_bf interactions_bf observed_bf studies_bf appear_bf major_bf clinical_bf importance_bf ,_bf DRUG titrated_be caution_be patients_be treated_be concurrently_be digoxin_be ,_be morphine_be ,_be OTHER_DRUG warfarin_af ._af"
1760,"Although the interactions observed in these studies do not appear to be of major clinical importance, BREVIBLOC should be titrated with caution in patients being treated concurrently with digoxin, morphine, succinylcholine or warfarin.",BREVIBLOC,warfarin,advise,"Although_bf interactions_bf observed_bf studies_bf appear_bf major_bf clinical_bf importance_bf ,_bf DRUG titrated_be caution_be patients_be treated_be concurrently_be digoxin_be ,_be morphine_be ,_be succinylcholine_be OTHER_DRUG ._af"
1761,Caution should be exercised when considering the use of BREVIBLOC and verapamil in patients with depressed myocardial function.,BREVIBLOC,verapamil,advise,Caution_bf exercised_bf considering_bf use_bf DRUG OTHER_DRUG patients_af depressed_af myocardial_af function_af ._af
1762,"Additionally, BREVIBLOC should not be used to control supraventricular tachycardia in the presence of agents which are vasoconstrictive and inotropic such as dopamine, epinephrine, and norepinephrine because of the danger of blocking cardiac contractility when systemic vascular resistance is high.",BREVIBLOC,dopamine,advise,"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be OTHER_DRUG ,_af epinephrine_af ,_af norepinephrine_af danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af"
1763,"Additionally, BREVIBLOC should not be used to control supraventricular tachycardia in the presence of agents which are vasoconstrictive and inotropic such as dopamine, epinephrine, and norepinephrine because of the danger of blocking cardiac contractility when systemic vascular resistance is high.",BREVIBLOC,epinephrine,advise,"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be dopamine_be ,_be OTHER_DRUG ,_af norepinephrine_af danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af"
1764,"Additionally, BREVIBLOC should not be used to control supraventricular tachycardia in the presence of agents which are vasoconstrictive and inotropic such as dopamine, epinephrine, and norepinephrine because of the danger of blocking cardiac contractility when systemic vascular resistance is high.",BREVIBLOC,norepinephrine,advise,"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be dopamine_be ,_be epinephrine_be ,_be OTHER_DRUG danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af"
1765,Patients treated with proton pump inhibitors and warfarin concomitantly may need to be monitored for increases in INR and prothrombin time.,proton pump inhibitors,warfarin,effect,Patients_bf treated_bf proton_bf pump_bf inhibitors_bf OTHER_DRUG concomitantly_be may_be need_be monitored_be increases_be INR_be prothrombin_be time_be ._be
1766,"Coadministration of esomeprazole 30 mg and diazepam, a CYP2C19 substrate, resulted in a 45% decrease in clearance of diazepam.",esomeprazole,diazepam,mechanism,"Coadministration_bf DRUG 30_be mg_be OTHER_DRUG ,_af CYP2C19_af substrate_af ,_af resulted_af 45%_af decrease_af clearance_af OTHER_DRUG ._af"
1767,"Therefore, esomeprazole may interfere with the absorption of drugs where gastric pH is an important determinant of bioavailability (eg, ketoconazole, iron salts and digoxin).",esomeprazole,ketoconazole,mechanism,"Therefore_bf ,_bf DRUG may_be interfere_be absorption_be drugs_be gastric_be pH_be important_be determinant_be bioavailability_be (eg_be ,_be OTHER_DRUG ,_af iron_af salts_af digoxin)_af ._af"
1768,"Therefore, esomeprazole may interfere with the absorption of drugs where gastric pH is an important determinant of bioavailability (eg, ketoconazole, iron salts and digoxin).",esomeprazole,iron,mechanism,"Therefore_bf ,_bf DRUG may_be interfere_be absorption_be drugs_be gastric_be pH_be important_be determinant_be bioavailability_be (eg_be ,_be ketoconazole_be ,_be OTHER_DRUG salts_af digoxin)_af ._af"
1769,"Therefore, esomeprazole may interfere with the absorption of drugs where gastric pH is an important determinant of bioavailability (eg, ketoconazole, iron salts and digoxin).",esomeprazole,digoxin,mechanism,"Therefore_bf ,_bf DRUG may_be interfere_be absorption_be drugs_be gastric_be pH_be important_be determinant_be bioavailability_be (eg_be ,_be ketoconazole_be ,_be iron_be salts_be digoxin)_be ._be"
1770,Concomitant administration of clarithromycin with pimozide is contraindicated.,clarithromycin,pimozide,advise,Concomitant_bf administration_bf DRUG OTHER_DRUG contraindicated_af ._af
1771,"Milk, milk products, and calcium-rich foods or drugs may impair the absorption of EMCYT.",calcium,EMCYT,mechanism,"Milk_bf ,_bf milk_bf products_bf ,_bf calcium-rich_bf foods_bf drugs_bf may_bf impair_bf absorption_bf OTHER_DRUG ._be"
1772,CNS-Active Drugs Ethanol An additive effect on psychomotor performance was seen with coadministration of eszopiclone and ethanol 0.70 g/kg for up to 4 hours after ethanol administration.,eszopiclone,ethanol,effect,CNS-Active_bf Drugs_bf OTHER_DRUG An_be additive_be effect_be psychomotor_be performance_be seen_be coadministration_be DRUG OTHER_DRUG 0_af ._af 70_af g/kg_af 4_af hours_af OTHER_DRUG administration_af ._af
1773,Olanzapine: Coadministration of eszopiclone 3 mg and olanzapine 10 mg produced a decrease in DSST scores.,eszopiclone,olanzapine,effect,Olanzapine:_bf Coadministration_bf DRUG 3_be mg_be OTHER_DRUG 10_af mg_af produced_af decrease_af DSST_af scores_af ._af
1774,"The AUC of eszopiclone was increased 2.2-fold by coadministration of ketoconazole, a potent inhibitor of CYP3A4, 400 mg daily for 5 days.",eszopiclone,ketoconazole,mechanism,"The_bf AUC_bf DRUG increased_be 2_be ._be 2-fold_be coadministration_be OTHER_DRUG ,_af potent_af inhibitor_af CYP3A4_af ,_af 400_af mg_af daily_af 5_af days_af ._af"
1775,"Drugs That Induce CYP3A4 (Rifampicin) Racemic zopiclone exposure was decreased 80% by concomitant useof rifampicin, a potent inducer of CYP3A4.",zopiclone,rifampicin,mechanism,"Drugs_bf That_bf Induce_bf CYP3A4_bf (Rifampicin)_bf Racemic_bf DRUG exposure_be decreased_be 80%_be concomitant_be useof_be OTHER_DRUG ,_af potent_af inducer_af CYP3A4_af ._af"
1776,"In a study in which patients with active RA were treated for up to 24 weeks with concurrent ENBREL  and anakinra therapy, a 7% rate of serious infections was observed, which was higher than that observed with ENBREL  alone (0%).",ENBREL,anakinra,effect,"In_bf study_bf patients_bf active_bf RA_bf treated_bf 24_bf weeks_bf concurrent_bf DRUG OTHER_DRUG therapy_af ,_af 7%_af rate_af serious_af infections_af observed_af ,_af higher_af observed_af DRUG alone_af (0%)_af ._af"
1777,Two percent of patients treated concurrently with ENBREL  and anakinra developed neutropenia (ANC   1 x 109/L).,ENBREL,anakinra,effect,Two_bf percent_bf patients_bf treated_bf concurrently_bf DRUG OTHER_DRUG developed_af neutropenia_af (ANC_af 1_af x_af 109/L)_af ._af
1778,"Patients in a clinical study who were on established therapy with sulfasalazine, to which ENBREL was added, were noted to develop a mild decrease in mean neutrophil counts in comparison to groups treated with either ENBREL CI or sulfasalazine alone.",sulfasalazine,ENBREL,effect,"Patients_bf clinical_bf study_bf established_bf therapy_bf DRUG ,_be OTHER_DRUG added_af ,_af noted_af develop_af mild_af decrease_af mean_af neutrophil_af counts_af comparison_af groups_af treated_af either_af OTHER_DRUG CI_af DRUG alone_af ._af"
1779,Lithium generally should not be given with diuretics because they reduce its renal clearance and add a high risk of lithium toxicity.,Lithium,diuretics,mechanism,DRUG generally_be given_be OTHER_DRUG reduce_af renal_af clearance_af add_af high_af risk_af DRUG toxicity_af ._af
1780,EDECRIN may increase the ototoxic potential of other drugs such as aminoglycoside and some cephalosporin antibiotics.,EDECRIN,aminoglycoside,effect,DRUG may_be increase_be ototoxic_be potential_be drugs_be OTHER_DRUG cephalosporin_af antibiotics_af ._af
1781,EDECRIN may increase the ototoxic potential of other drugs such as aminoglycoside and some cephalosporin antibiotics.,EDECRIN,cephalosporin antibiotics,effect,DRUG may_be increase_be ototoxic_be potential_be drugs_be aminoglycoside_be cephalosporin_be antibiotics_be ._be
1782,"A number of drugs, including ethacrynic acid, have been shown to displace warfarin from plasma protein;",ethacrynic acid,warfarin,mechanism,"A_bf number_bf drugs_bf ,_bf including_bf ethacrynic_bf acid_bf ,_bf shown_bf displace_bf OTHER_DRUG plasma_be protein;_be"
1783,"In some patients, the administration of a non- steroidal antiinflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium- sparing and thiazide diuretics.",non- steroidal antiinflammatory agent,loop diuretics,effect,"In_bf patients_bf ,_bf administration_bf non-_bf steroidal_bf antiinflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-_bf sparing_bf thiazide_bf diuretics_bf ._bf"
1784,"In some patients, the administration of a non- steroidal antiinflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium- sparing and thiazide diuretics.",non- steroidal antiinflammatory agent,potassium- sparing diuretics,effect,"In_bf patients_bf ,_bf administration_bf non-_bf steroidal_bf antiinflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-_bf sparing_bf thiazide_bf diuretics_bf ._bf"
1785,"In some patients, the administration of a non- steroidal antiinflammatory agent can reduce the diuretic, natriuretic, and antihypertensive effects of loop, potassium- sparing and thiazide diuretics.",non- steroidal antiinflammatory agent,thiazide diuretics,effect,"In_bf patients_bf ,_bf administration_bf non-_bf steroidal_bf antiinflammatory_bf agent_bf reduce_bf diuretic_bf ,_bf natriuretic_bf ,_bf antihypertensive_bf effects_bf loop_bf ,_bf potassium-_bf sparing_bf thiazide_bf diuretics_bf ._bf"
1786,"Therefore, when EDECRIN and non- steroidal anti- inflammatory agents are used concomitantly, the patient should be observed closely to determine if the desired effect of the diuretic is obtained.",EDECRIN,non- steroidal anti- inflammatory agents,effect,"Therefore_bf ,_bf DRUG non-_be steroidal_be anti-_be inflammatory_be agents_be used_be concomitantly_be ,_be patient_be observed_be closely_be determine_be desired_be effect_be diuretic_be obtained_be ._be"
1787,"Other depressasnts such as alcohol, barbiturates, and MAOIs may enhance CNS depression when administered with ethchlorvynol.",alcohol,ethchlorvynol,effect,"Other_bf depressasnts_bf DRUG ,_be barbiturates_be ,_be MAOIs_be may_be enhance_be CNS_be depression_be administered_be OTHER_DRUG ._af"
1788,"Other depressasnts such as alcohol, barbiturates, and MAOIs may enhance CNS depression when administered with ethchlorvynol.",barbiturates,ethchlorvynol,effect,"Other_bf depressasnts_bf alcohol_bf ,_bf DRUG ,_be MAOIs_be may_be enhance_be CNS_be depression_be administered_be OTHER_DRUG ._af"
1789,"Other depressasnts such as alcohol, barbiturates, and MAOIs may enhance CNS depression when administered with ethchlorvynol.",MAOIs,ethchlorvynol,effect,"Other_bf depressasnts_bf alcohol_bf ,_bf barbiturates_bf ,_bf DRUG may_be enhance_be CNS_be depression_be administered_be OTHER_DRUG ._af"
1790,Trecator has been found to temporarily raise serum concentrations of isoniazid.,Trecator,isoniazid,mechanism,DRUG found_be temporarily_be raise_be serum_be concentrations_be OTHER_DRUG ._af
1791,Trecator may potentiate the adverse effects of other antituberculous drugs administered concomitantly.,Trecator,antituberculous drugs,effect,DRUG may_be potentiate_be adverse_be effects_be antituberculous_be drugs_be administered_be concomitantly_be ._be
1792,"In particular, convulsions have been reported when ethionamide is administered with cycloserine and special care should be taken when the treatment regimen includes both of these drugs.",ethionamide,cycloserine,effect,"In_bf particular_bf ,_bf convulsions_bf reported_bf DRUG administered_be OTHER_DRUG special_af care_af taken_af treatment_af regimen_af includes_af drugs_af ._af"
1793,"Ethopropazine may interact with alcohol or other CNS depressants, causing increased sedative effects.",Ethopropazine,alcohol,effect,"DRUG may_be interact_be OTHER_DRUG CNS_af depressants_af ,_af causing_af increased_af sedative_af effects_af ._af"
1794,"Ethopropazine may interact with alcohol or other CNS depressants, causing increased sedative effects.",Ethopropazine,CNS depressants,effect,"DRUG may_be interact_be alcohol_be CNS_be depressants_be ,_be causing_be increased_be sedative_be effects_be ._be"
1795,"Ethopropazine can interact with chlorpromazine, increasing the metabolism of chlorpromazine.",Ethopropazine,chlorpromazine,mechanism,"DRUG interact_be OTHER_DRUG ,_af increasing_af metabolism_af OTHER_DRUG ._af"
1796,"Since Zarontin (ethosuximide) may interact with concurrently administered antiepileptic drugs, periodic serum level determinations of these drugs may be necessary (eg, ethosuximide may elevate phenytoin serum levels and valproic acid has been reported to both increase and decrease ethosuximide levels).",Zarontin,antiepileptic drugs,int,"Since_bf DRUG (ethosuximide)_be may_be interact_be concurrently_be administered_be antiepileptic_be drugs_be ,_be periodic_be serum_be level_be determinations_be drugs_be may_be necessary_be (eg_be ,_be ethosuximide_be may_be elevate_be phenytoin_be serum_be levels_be valproic_be acid_be reported_be increase_be decrease_be ethosuximide_be levels)_be ._be"
