,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
1241,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",CANCIDAS,efavirenz,advise,DRUG co administered inducers drug clearance OTHER_DRUG nevirapine phenytoin dexamethasone carbamazepine use daily dose 70 mg CANCIDAS considered
1242,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",CANCIDAS,nevirapine,advise,DRUG co administered inducers drug clearance efavirenz OTHER_DRUG phenytoin dexamethasone carbamazepine use daily dose 70 mg CANCIDAS considered
1243,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",CANCIDAS,phenytoin,advise,DRUG co administered inducers drug clearance efavirenz nevirapine OTHER_DRUG dexamethasone carbamazepine use daily dose 70 mg CANCIDAS considered
1244,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",CANCIDAS,dexamethasone,advise,DRUG co administered inducers drug clearance efavirenz nevirapine phenytoin OTHER_DRUG carbamazepine use daily dose 70 mg CANCIDAS considered
1245,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",CANCIDAS,carbamazepine,advise,DRUG co administered inducers drug clearance efavirenz nevirapine phenytoin dexamethasone OTHER_DRUG use daily dose 70 mg CANCIDAS considered
1246,Increased nephrotoxicity has been reported following concomitant administration of cephalosporins and aminoglycoside antibiotics.,cephalosporins,aminoglycoside antibiotics,effect,Increased nephrotoxicity reported following concomitant administration DRUG OTHER_DRUG .
1247,Corticotropin may accentuate the electrolyte loss associated with diuretic therapy.,Corticotropin,diuretic,effect,DRUG may accentuate electrolyte loss associated OTHER_DRUG therapy.
1248,"Tablets: The benzodiazepines, including lorazepam, produce CNS-depressant effects when administered with such medications as barbiturates or alcohol.",benzodiazepines,barbiturates,effect,Tablets: DRUG including lorazepam produce CNS depressant effects administered medications OTHER_DRUG alcohol.
1249,"Tablets: The benzodiazepines, including lorazepam, produce CNS-depressant effects when administered with such medications as barbiturates or alcohol.",benzodiazepines,alcohol,effect,Tablets: DRUG including lorazepam produce CNS depressant effects administered medications barbiturates OTHER_DRUG .
1250,"Tablets: The benzodiazepines, including lorazepam, produce CNS-depressant effects when administered with such medications as barbiturates or alcohol.",lorazepam,barbiturates,effect,Tablets: benzodiazepines including DRUG produce CNS depressant effects administered medications OTHER_DRUG alcohol.
1251,"Tablets: The benzodiazepines, including lorazepam, produce CNS-depressant effects when administered with such medications as barbiturates or alcohol.",lorazepam,alcohol,effect,Tablets: benzodiazepines including DRUG produce CNS depressant effects administered medications barbiturates OTHER_DRUG .
1252,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",Lorazepam,ethyl alcohol,effect,Injection: DRUG injection like injectable benzodiazepines produces depression central nervous system administered OTHER_DRUG phenothiazines barbiturates MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1253,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",Lorazepam,phenothiazines,effect,Injection: DRUG injection like injectable benzodiazepines produces depression central nervous system administered ethyl alcohol OTHER_DRUG barbiturates MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1254,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",Lorazepam,barbiturates,effect,Injection: DRUG injection like injectable benzodiazepines produces depression central nervous system administered ethyl alcohol phenothiazines OTHER_DRUG MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1255,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",Lorazepam,MAO inhibitors,effect,Injection: DRUG injection like injectable benzodiazepines produces depression central nervous system administered ethyl alcohol phenothiazines barbiturates OTHER_DRUG antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1256,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",Lorazepam,antidepressants,effect,Injection: DRUG injection like injectable benzodiazepines produces depression central nervous system administered ethyl alcohol phenothiazines barbiturates MAO inhibitors OTHER_DRUG .When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1257,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",benzodiazepines,ethyl alcohol,effect,Injection: Lorazepam injection like injectable DRUG produces depression central nervous system administered OTHER_DRUG phenothiazines barbiturates MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1258,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",benzodiazepines,phenothiazines,effect,Injection: Lorazepam injection like injectable DRUG produces depression central nervous system administered ethyl alcohol OTHER_DRUG barbiturates MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1259,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",benzodiazepines,barbiturates,effect,Injection: Lorazepam injection like injectable DRUG produces depression central nervous system administered ethyl alcohol phenothiazines OTHER_DRUG MAO inhibitors antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1260,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",benzodiazepines,MAO inhibitors,effect,Injection: Lorazepam injection like injectable DRUG produces depression central nervous system administered ethyl alcohol phenothiazines barbiturates OTHER_DRUG antidepressants.When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
1261,"Injection: Lorazepam injection, like other injectable benzodiazepines, produces depression of the central nervous system when administered with ethyl alcohol, phenothiazines, barbiturates, MAO inhibitors, and other antidepressants.When scopolamine is used concomitantly with injectable lorazepam, an increased incidence of sedation, hallucinations, and irrational behavior has been observed.",benzodiazepines,antidepressants,effect,Injection: Lorazepam injection like injectable DRUG produces depression central nervous system administered ethyl alcohol phenothiazines barbiturates MAO inhibitors OTHER_DRUG .When scopolamine used concomitantly injectable lorazepam increased incidence sedation hallucinations irrational behavior observed.
